episode,step,train_score,eval_score,best_score,epsilon,loss,q_avg_0,q_min_0,q_max_0,q_avg_1,q_min_1,q_max_1
839,13700,-5.0,-5.0,-2.0,             0.00010,0.020497598685324192,0.522,-0.804,0.98,0.53,-0.713,1.121
840,13717,-4.0,-5.0,-2.0,             0.00010,0.01695305629469016,0.565,-0.682,1.778,0.456,-0.756,1.226
841,13732,-5.0,-5.0,-2.0,             0.00010,0.02507080913055688,0.547,-0.822,1.239,0.529,-1.145,1.204
842,13747,-5.0,-5.0,-2.0,             0.00010,0.015109654562547804,0.698,-0.6,1.208,0.573,-1.204,1.149
843,13755,-5.0,-5.0,-2.0,             0.00010,0.0077816708071623,0.5,0.396,0.606,0.546,0.471,0.656
844,13770,-5.0,-5.0,-2.0,             0.00010,0.02359776144536833,0.769,-0.521,1.192,0.664,-1.116,1.171
845,13785,-5.0,-5.0,-2.0,             0.00010,0.01929603856988251,0.461,-0.745,1.226,0.36,-1.263,1.315
846,13800,-5.0,-5.0,-2.0,             0.00010,0.019939786560523014,0.482,-1.022,1.361,0.473,-0.945,1.176
847,13824,-4.0,-5.0,-2.0,             0.00010,0.021315218036761507,0.324,-0.857,1.238,0.274,-0.775,0.902
848,13848,-4.0,-5.0,-2.0,             0.00010,0.021646954604269315,0.557,-0.746,2.191,0.443,-0.79,1.225
849,13863,-5.0,-5.0,-2.0,             0.00010,0.019656698871403932,0.527,-0.354,1.163,0.441,-0.742,0.918
850,13887,-4.0,-5.0,-2.0,             0.00010,0.023590823004875954,0.64,-0.327,1.439,0.672,-0.775,2.45
851,13902,-5.0,-5.0,-2.0,             0.00010,0.02738404329866171,0.629,-0.628,1.347,0.585,-0.72,1.252
852,13917,-5.0,-5.0,-2.0,             0.00010,0.019035691426446042,0.379,-1.028,0.9,0.405,-0.974,0.945
853,13932,-5.0,-5.0,-2.0,             0.00010,0.023159310066451628,0.549,-0.434,0.957,0.381,-0.884,0.943
854,13947,-5.0,-5.0,-2.0,             0.00010,0.024213814021398623,0.524,-0.708,1.128,0.461,-1.43,1.164
855,13963,-4.0,-5.0,-2.0,             0.00010,0.02298300667462172,0.65,-0.871,1.342,0.737,-0.75,1.938
856,13996,-3.0,-4.0,-2.0,             0.00010,0.02611518520015207,0.606,-0.783,1.301,0.629,-1.096,2.541
857,14011,-5.0,-4.0,-2.0,             0.00010,0.018900929236163697,0.41,-0.466,0.787,0.314,-1.035,0.843
858,14026,-5.0,-4.0,-2.0,             0.00010,0.01617764923721552,0.797,-0.465,1.24,0.691,-0.926,1.251
859,14041,-5.0,-4.0,-2.0,             0.00010,0.015811005017409722,0.673,-0.755,1.2,0.636,-0.677,1.082
860,14056,-5.0,-4.0,-2.0,             0.00010,0.02031283959125479,0.556,-0.584,1.135,0.481,-1.147,1.19
861,14071,-5.0,-4.0,-2.0,             0.00010,0.014826048382868369,0.406,-0.706,1.197,0.417,-0.973,1.105
862,14086,-5.0,-4.0,-2.0,             0.00010,0.022035787642622987,0.495,-0.207,1.071,0.34,-0.672,1.105
863,14110,-4.0,-4.0,-2.0,             0.00010,0.022846424534994487,0.601,-0.649,1.416,0.616,-0.832,1.844
864,14125,-5.0,-4.0,-2.0,             0.00010,0.01687250235117972,0.716,-0.509,1.26,0.768,-0.16,1.181
865,14140,-5.0,-4.0,-2.0,             0.00010,0.022686302630851665,0.778,-0.777,1.41,0.711,-0.557,1.387
866,14155,-5.0,-4.0,-2.0,             0.00010,0.021038586382443707,0.533,-0.668,1.232,0.468,-1.284,1.64
867,14170,-5.0,-4.0,-2.0,             0.00010,0.019530294463038445,0.453,-0.576,0.883,0.384,-0.628,0.791
868,14185,-5.0,-4.0,-2.0,             0.00010,0.0168672614886115,0.677,-1.067,1.264,0.628,-0.979,1.176
869,14200,-5.0,-4.0,-2.0,             0.00010,0.020528165561457475,0.594,-0.282,1.162,0.452,-1.134,1.28
870,14215,-5.0,-4.0,-2.0,             0.00010,0.020982868845264117,0.5,-0.509,0.788,0.479,-0.51,0.773
871,14239,-4.0,-5.0,-2.0,             0.00010,0.02228968104464002,0.48,-1.174,1.529,0.452,-1.413,1.2
872,14254,-5.0,-5.0,-2.0,             0.00010,0.018366409046575428,0.707,-0.533,1.149,0.698,-0.71,1.191
873,14269,-5.0,-5.0,-2.0,             0.00010,0.019619372859597205,0.548,-0.948,1.243,0.543,-0.516,1.296
874,14284,-5.0,-5.0,-2.0,             0.00010,0.020383090634519856,0.485,-0.608,0.894,0.46,-0.816,0.917
875,14299,-5.0,-5.0,-2.0,             0.00010,0.018815214994053045,0.499,-1.01,1.288,0.402,-1.201,0.904
876,14314,-5.0,-5.0,-2.0,             0.00010,0.02549833293693761,0.714,-0.671,1.162,0.637,-1.083,1.117
877,14329,-5.0,-5.0,-2.0,             0.00010,0.027388875000178815,0.56,-0.275,1.045,0.476,-0.799,0.99
878,14353,-4.0,-5.0,-2.0,             0.00010,0.019307421646468963,0.554,-0.621,1.229,0.656,-0.931,2.669
879,14379,-3.0,-5.0,-2.0,             0.00010,0.02122361084464221,0.597,-0.442,1.894,0.464,-0.692,1.266
880,14412,-3.0,-5.0,-2.0,             0.00010,0.017434171182244565,0.537,-1.011,1.315,0.637,-1.034,2.411
881,14436,-4.0,-5.0,-2.0,             0.00010,0.02123600454069674,0.474,-1.308,1.169,0.455,-0.858,1.244
882,14451,-5.0,-5.0,-2.0,             0.00010,0.024640620717157922,0.473,-0.364,0.952,0.433,-0.785,0.992
883,14466,-5.0,-5.0,-2.0,             0.00010,0.012801227330540618,0.817,-0.776,1.313,0.789,-0.973,1.288
884,14481,-5.0,-5.0,-2.0,             0.00010,0.019451631233096123,0.808,-0.345,1.257,0.794,-0.74,1.33
885,14496,-5.0,-5.0,-2.0,             0.00010,0.022826465933273237,0.4,-0.701,0.699,0.332,-0.701,0.636
886,14520,-4.0,-4.0,-2.0,             0.00010,0.02478605437014873,0.523,-1.015,1.253,0.515,-1.322,2.502
887,14553,-3.0,-4.0,-2.0,             0.00010,0.01945008863130528,0.41,-0.604,0.896,0.443,-0.43,1.584
888,14568,-5.0,-4.0,-2.0,             0.00010,0.02664766777306795,0.652,-0.646,1.141,0.584,-0.741,1.177
889,14583,-5.0,-4.0,-2.0,             0.00010,0.01485631096487244,0.717,-1.034,1.365,0.667,-1.183,1.205
890,14598,-5.0,-4.0,-2.0,             0.00010,0.024687967185551923,0.393,-0.532,0.832,0.418,-0.452,0.806
891,14623,-3.0,-5.0,-2.0,             0.00010,0.018494979934766887,0.605,-1.241,1.328,0.679,-1.055,2.535
892,14638,-5.0,-5.0,-2.0,             0.00010,0.019700031774118543,0.262,-0.714,0.61,0.22,-0.893,0.637
893,14653,-5.0,-5.0,-2.0,             0.00010,0.02343675900871555,0.673,-1.186,1.264,0.596,-0.925,1.118
894,14668,-5.0,-5.0,-2.0,             0.00010,0.02401160686276853,0.75,-0.255,1.129,0.642,-0.455,1.293
895,14683,-5.0,-5.0,-2.0,             0.00010,0.02030556312141319,0.794,-0.594,1.239,0.749,-0.898,1.252
896,14698,-5.0,-5.0,-2.0,             0.00010,0.015489947221552332,0.559,-1.093,1.206,0.483,-1.489,1.307
897,14713,-5.0,-5.0,-2.0,             0.00010,0.014021788413325945,0.589,-0.121,1.112,0.448,-0.882,1.032
898,14728,-5.0,-5.0,-2.0,             0.00010,0.019717043094957868,0.693,-0.314,1.213,0.647,-0.748,1.271
899,14743,-5.0,-5.0,-2.0,             0.00010,0.017319594882428645,0.872,-0.454,1.623,0.841,-0.193,1.303
900,14758,-5.0,-5.0,-2.0,             0.00010,0.021605338466664157,0.788,-0.484,1.209,0.67,-0.837,1.278
901,14782,-4.0,-5.0,-2.0,             0.00010,0.022645555160124786,0.539,-0.674,1.448,0.525,-0.91,2.331
902,14797,-5.0,-5.0,-2.0,             0.00010,0.018344924598932267,0.618,-0.893,1.179,0.545,-1.234,1.196
903,14812,-5.0,-5.0,-2.0,             0.00010,0.022671036267032225,0.459,-0.597,0.901,0.446,-0.437,0.824
904,14827,-5.0,-5.0,-2.0,             0.00010,0.013782325045516094,0.651,-1.012,1.125,0.628,-1.128,1.219
905,14842,-5.0,-5.0,-2.0,             0.00010,0.014857863277817766,0.508,-0.885,1.189,0.413,-1.193,1.259
906,14857,-5.0,-5.0,-2.0,             0.00010,0.027500192914158107,0.612,-0.812,1.33,0.568,-1.014,1.28
907,14872,-5.0,-5.0,-2.0,             0.00010,0.019618313355992237,0.481,-0.796,1.069,0.399,-0.868,0.997
908,14887,-5.0,-5.0,-2.0,             0.00010,0.01657090513035655,0.38,-1.398,1.066,0.434,-1.135,1.07
909,14902,-5.0,-5.0,-2.0,             0.00010,0.018237538076937197,0.511,-0.736,1.0,0.503,-0.363,1.064
910,14926,-4.0,-5.0,-2.0,             0.00010,0.021071170126864065,0.5,-1.225,2.386,0.471,-0.684,1.196
911,14941,-5.0,-5.0,-2.0,             0.00010,0.015296034437293807,0.75,-0.817,1.442,0.728,-0.497,1.222
912,14956,-5.0,-5.0,-2.0,             0.00010,0.02245140834711492,0.439,-1.095,1.083,0.427,-1.002,0.933
913,14971,-5.0,-5.0,-2.0,             0.00010,0.02141467308004697,0.402,-0.55,0.751,0.374,-0.637,0.777
914,14986,-5.0,-5.0,-2.0,             0.00010,0.021813333344956238,0.577,-0.395,1.17,0.506,-0.462,1.286
915,15001,-5.0,-5.0,-2.0,             0.00010,0.009886972792446613,0.418,-0.708,0.86,0.424,-0.676,0.802
916,15016,-5.0,-5.0,-2.0,             0.00010,0.020910480152815582,0.506,-1.029,1.013,0.506,-0.7,1.087
917,15031,-5.0,-5.0,-2.0,             0.00010,0.024154133846362433,0.788,-0.734,1.452,0.75,-0.791,1.328
918,15046,-5.0,-5.0,-2.0,             0.00010,0.023106268172462783,0.618,-0.709,1.176,0.535,-1.181,1.216
919,15079,-3.0,-5.0,-2.0,             0.00010,0.018157365961197876,0.503,-0.822,1.376,0.627,-1.06,2.463
920,15094,-5.0,-5.0,-2.0,             0.00010,0.007666427230772873,0.462,-0.529,0.846,0.375,-0.662,0.771
921,15109,-5.0,-5.0,-2.0,             0.00010,0.025044743064790966,0.484,-0.589,0.866,0.436,-0.708,0.848
922,15124,-5.0,-5.0,-2.0,             0.00010,0.019470018583039442,0.591,-0.731,1.019,0.627,-0.707,1.164
923,15148,-4.0,-5.0,-2.0,             0.00010,0.019941982129239477,0.349,-0.722,0.997,0.307,-0.649,1.002
924,15163,-5.0,-5.0,-2.0,             0.00010,0.014002600855504473,0.622,-1.079,1.289,0.644,-0.933,1.197
925,15179,-4.0,-5.0,-2.0,             0.00010,0.023009147902484983,0.597,-0.748,1.681,0.475,-0.869,1.402
926,15194,-5.0,-5.0,-2.0,             0.00010,0.017157970927655697,0.523,-0.775,1.181,0.476,-1.437,1.182
927,15209,-5.0,-5.0,-2.0,             0.00010,0.020976192985350885,0.771,-0.656,1.257,0.663,-1.031,1.262
928,15233,-4.0,-5.0,-2.0,             0.00010,0.01403330719525305,0.357,-0.9,0.864,0.412,-0.549,1.307
929,15248,-5.0,-5.0,-2.0,             0.00010,0.015378744915748636,0.634,-0.668,1.153,0.608,-1.006,1.194
930,15263,-5.0,-5.0,-2.0,             0.00010,0.027731255100419124,0.693,-0.883,1.145,0.681,-0.559,1.203
931,15278,-5.0,-5.0,-2.0,             0.00010,0.020465435708562532,0.501,-0.706,1.065,0.407,-1.084,0.926
932,15293,-5.0,-5.0,-2.0,             0.00010,0.017389746491486828,0.522,-0.191,0.884,0.488,-0.572,0.771
933,15308,-5.0,-5.0,-2.0,             0.00010,0.01995044881477952,0.742,-0.871,1.179,0.697,-1.276,1.207
934,15323,-5.0,-5.0,-2.0,             0.00010,0.011736496871647736,0.65,-0.384,1.171,0.643,-0.92,1.257
935,15338,-5.0,-5.0,-2.0,             0.00010,0.02125807482128342,0.766,-0.135,1.226,0.702,-0.637,1.228
936,15353,-5.0,-5.0,-2.0,             0.00010,0.02053501595122119,0.513,-0.817,1.134,0.469,-0.945,1.039
937,15377,-4.0,-5.0,-2.0,             0.00010,0.02167618813109584,0.488,-0.985,1.262,0.437,-1.025,1.278
938,15403,-3.0,-5.0,-2.0,             0.00010,0.022189469954285484,0.502,-0.738,1.31,0.595,-1.228,2.499
939,15418,-5.0,-5.0,-2.0,             0.00010,0.028098862090458473,0.525,-0.495,1.111,0.489,-0.717,1.049
940,15433,-5.0,-5.0,-2.0,             0.00010,0.02463456364348531,0.393,-0.542,0.672,0.401,-0.511,0.762
941,15448,-5.0,-5.0,-2.0,             0.00010,0.027221268756935993,0.627,-0.767,1.259,0.603,-0.919,1.352
942,15473,-3.0,-5.0,-2.0,             0.00010,0.01460407730191946,0.514,-0.728,1.345,0.641,-0.445,1.873
943,15497,-4.0,-5.0,-2.0,             0.00010,0.019621336929655325,0.653,-0.437,1.117,0.588,-0.878,2.275
944,15512,-5.0,-5.0,-2.0,             0.00010,0.01934844326848785,0.562,-0.432,1.293,0.504,-0.906,1.061
945,15536,-4.0,-5.0,-2.0,             0.00010,0.020876889272282522,0.545,-0.721,1.466,0.584,-1.089,1.954
946,15551,-5.0,-4.0,-2.0,             0.00010,0.015034958968559902,0.526,-0.847,1.133,0.497,-1.431,1.254
947,15566,-5.0,-4.0,-2.0,             0.00010,0.027889825993527968,0.857,-0.383,1.376,0.768,-1.087,1.355
948,15581,-5.0,-4.0,-2.0,             0.00010,0.021158376118789117,0.493,-0.367,0.771,0.447,-0.55,0.767
949,15596,-5.0,-4.0,-2.0,             0.00010,0.016935603491341076,0.744,-0.75,1.243,0.722,-0.687,1.157
950,15611,-5.0,-4.0,-2.0,             0.00010,0.018091015502189597,0.406,-0.734,0.925,0.37,-0.78,0.822
951,15626,-5.0,-5.0,-2.0,             0.00010,0.014832136842111746,0.457,-0.72,0.882,0.443,-0.564,0.976
952,15643,-4.0,-5.0,-2.0,             0.00010,0.026969490860424498,0.51,-0.618,1.264,0.511,-1.197,2.031
953,15658,-5.0,-5.0,-2.0,             0.00010,0.02236057013894121,0.59,-0.963,1.126,0.567,-0.788,1.148
954,15673,-5.0,-5.0,-2.0,             0.00010,0.01900852817731599,0.429,-0.515,0.706,0.443,-0.482,0.779
955,15688,-5.0,-5.0,-2.0,             0.00010,0.018846351901690164,0.428,-0.594,1.171,0.358,-0.954,1.025
956,15703,-5.0,-5.0,-2.0,             0.00010,0.017058648044864337,0.732,-1.093,1.253,0.663,-1.145,1.231
957,15718,-5.0,-5.0,-2.0,             0.00010,0.028074622821683683,0.341,-0.777,0.738,0.322,-1.101,0.775
958,15733,-5.0,-5.0,-2.0,             0.00010,0.013339029671624304,0.807,-0.185,1.406,0.693,-0.466,1.254
959,15748,-5.0,-5.0,-2.0,             0.00010,0.018386228196322917,0.445,-0.729,0.892,0.421,-0.556,0.821
960,15763,-5.0,-5.0,-2.0,             0.00010,0.01820642699797948,0.542,-0.539,1.075,0.495,-0.991,1.075
961,15787,-4.0,-5.0,-2.0,             0.00010,0.016579217170753207,0.586,-1.238,1.64,0.541,-1.399,2.312
962,15802,-5.0,-5.0,-2.0,             0.00010,0.019336889497935772,0.67,-0.829,1.266,0.674,-0.909,1.16
963,15817,-5.0,-5.0,-2.0,             0.00010,0.015502693457528948,0.425,-0.705,0.87,0.385,-0.562,0.787
964,15832,-5.0,-5.0,-2.0,             0.00010,0.02040332177033027,0.607,-0.271,1.149,0.442,-0.821,1.216
965,15847,-5.0,-5.0,-2.0,             0.00010,0.015631507678578297,0.665,-1.004,1.205,0.665,-1.457,1.301
966,15862,-5.0,-5.0,-2.0,             0.00010,0.03068718435242772,0.572,-0.796,1.263,0.527,-1.178,1.207
967,15877,-5.0,-5.0,-2.0,             0.00010,0.02388122781800727,0.426,-0.659,0.827,0.4,-0.909,0.808
968,15892,-5.0,-5.0,-2.0,             0.00010,0.013410840012754003,0.406,-0.539,0.832,0.409,-0.72,0.804
969,15909,-4.0,-5.0,-2.0,             0.00010,0.02027906396645395,0.652,-0.421,1.252,0.662,-1.214,2.387
970,15924,-5.0,-5.0,-2.0,             0.00010,0.018074363935738802,0.847,-0.511,1.25,0.828,-0.648,1.275
971,15939,-5.0,-5.0,-2.0,             0.00010,0.021947224531322716,0.415,-0.887,1.072,0.384,-0.978,1.212
972,15954,-5.0,-5.0,-2.0,             0.00010,0.01850350828220447,0.316,-0.848,0.644,0.3,-0.985,0.66
973,15969,-5.0,-5.0,-2.0,             0.00010,0.011413353332318365,0.706,-0.781,1.286,0.524,-1.311,1.116
974,15977,-5.0,-5.0,-2.0,             0.00010,0.009910839231451973,0.627,-0.176,1.148,0.68,-0.25,1.187
975,15992,-5.0,-5.0,-2.0,             0.00010,0.02147185131907463,0.624,-0.981,1.166,0.55,-1.353,1.209
976,16007,-5.0,-5.0,-2.0,             0.00010,0.0164075770881027,0.754,-0.89,1.265,0.649,-1.245,1.19
977,16022,-5.0,-5.0,-2.0,             0.00010,0.02330447908025235,0.446,-0.877,0.906,0.45,-0.818,0.941
978,16037,-5.0,-5.0,-2.0,             0.00010,0.016742065735161304,0.72,-0.773,1.273,0.667,-0.902,1.18
979,16052,-5.0,-5.0,-2.0,             0.00010,0.014149433219184477,0.623,-0.51,1.213,0.588,-1.441,1.318
980,16076,-4.0,-5.0,-2.0,             0.00010,0.022028569723867502,0.372,-0.776,1.117,0.369,-0.886,1.915
981,16091,-5.0,-5.0,-2.0,             0.00010,0.021332684718072415,0.579,-0.842,1.192,0.529,-1.245,1.253
982,16106,-5.0,-5.0,-2.0,             0.00010,0.01782971277522544,0.749,-0.48,1.189,0.745,-0.871,1.251
983,16121,-5.0,-5.0,-2.0,             0.00010,0.01982116202513377,0.742,-0.275,1.223,0.637,-0.859,1.223
984,16129,-5.0,-5.0,-2.0,             0.00010,0.02022094588028267,0.516,0.266,0.685,0.545,0.327,0.698
985,16142,-5.0,-5.0,-2.0,             0.00010,0.021382878659866177,0.593,0.274,0.839,0.537,0.249,0.772
986,16157,-5.0,-5.0,-2.0,             0.00010,0.026332455594092606,0.669,-0.509,1.289,0.535,-1.334,1.29
987,16173,-4.0,-5.0,-2.0,             0.00010,0.01874450260947924,0.568,-0.662,1.05,0.58,-0.655,1.104
988,16188,-5.0,-5.0,-2.0,             0.00010,0.02586572739916543,0.444,-0.614,0.817,0.415,-0.608,0.713
989,16203,-5.0,-5.0,-2.0,             0.00010,0.026673975586891174,0.388,-0.746,1.05,0.3,-1.141,1.231
990,16218,-5.0,-5.0,-2.0,             0.00010,0.026267705267916122,0.823,-0.681,1.306,0.723,-0.424,1.332
991,16233,-5.0,-4.0,-2.0,             0.00010,0.011770997483593722,0.584,-0.988,1.432,0.491,-1.553,1.241
992,16249,-4.0,-4.0,-2.0,             0.00010,0.021445027145091444,0.609,-0.513,1.64,0.49,-0.837,0.999
993,16264,-5.0,-4.0,-2.0,             0.00010,0.019590109229708712,0.555,-0.577,1.3,0.524,-0.786,1.539
994,16279,-5.0,-4.0,-2.0,             0.00010,0.022178609653686485,0.485,-0.544,0.894,0.393,-1.02,0.857
995,16294,-5.0,-4.0,-2.0,             0.00010,0.01610081004910171,0.685,-0.274,1.208,0.65,-0.443,1.286
996,16306,-5.0,-5.0,-2.0,             0.00010,0.019757137012978394,0.548,-0.656,0.99,0.53,-0.932,1.039
997,16321,-5.0,-5.0,-2.0,             0.00010,0.01357856731240948,0.449,-1.143,1.081,0.32,-0.979,1.25
998,16335,-5.0,-5.0,-2.0,             0.00010,0.013099633647860693,0.395,-0.717,0.812,0.394,-0.728,0.777
999,16347,-5.0,-5.0,-2.0,             0.00010,0.019279548956546932,0.841,0.403,1.117,0.788,0.36,1.212
1000,16362,-5.0,-5.0,-2.0,             0.00010,0.020494429565345248,0.539,-0.351,1.059,0.417,-0.788,0.987
1001,16377,-5.0,-3.0,-2.0,             0.00010,0.01122754771883289,0.448,-1.238,1.202,0.557,-1.475,2.625
1002,16392,-5.0,-3.0,-2.0,             0.00010,0.01740653207525611,0.46,-0.58,0.789,0.385,-0.86,0.753
1003,16407,-5.0,-3.0,-2.0,             0.00010,0.012575108526895444,0.496,-0.283,0.763,0.45,-0.508,0.732
1004,16423,-4.0,-3.0,-2.0,             0.00010,0.02389465724991169,0.662,-0.348,1.748,0.556,-0.659,1.628
1005,16438,-5.0,-3.0,-2.0,             0.00010,0.01953928026681145,0.583,-0.333,1.307,0.474,-1.001,1.365
1006,16453,-5.0,-4.0,-2.0,             0.00010,0.023274676222354174,0.548,-0.917,1.557,0.523,-0.821,1.302
1007,16468,-5.0,-4.0,-2.0,             0.00010,0.022155108116567134,0.703,-0.964,1.166,0.733,-1.287,1.282
1008,16492,-4.0,-4.0,-2.0,             0.00010,0.020831333871077124,0.563,-0.414,1.54,0.427,-1.047,1.255
1009,16507,-5.0,-4.0,-2.0,             0.00010,0.022570011562978227,0.483,-0.386,0.849,0.403,-0.558,0.805
1010,16522,-5.0,-4.0,-2.0,             0.00010,0.028674351656809448,0.55,-0.289,0.947,0.452,-0.738,1.093
1011,16537,-5.0,-5.0,-2.0,             0.00010,0.02770124180242419,0.597,-0.764,1.284,0.579,-1.106,1.344
1012,16552,-5.0,-5.0,-2.0,             0.00010,0.023059318385397393,0.522,-0.582,1.086,0.46,-0.788,1.25
1013,16569,-4.0,-5.0,-2.0,             0.00010,0.01571183412007111,0.732,-0.484,1.221,0.781,-0.71,2.339
1014,16588,-4.0,-5.0,-2.0,             0.00010,0.018064675570808743,0.562,-0.543,1.143,0.524,-0.685,1.826
1015,16603,-5.0,-5.0,-2.0,             0.00010,0.021426227937142054,0.44,-0.746,0.86,0.403,-0.763,0.802
1016,16618,-5.0,-5.0,-2.0,             0.00010,0.015123099290455381,0.703,-1.271,1.203,0.708,-1.358,1.265
1017,16651,-3.0,-5.0,-2.0,             0.00010,0.019819365637941344,0.442,-0.672,1.277,0.547,-0.638,2.112
1018,16667,-4.0,-5.0,-2.0,             0.00010,0.013519227723008953,0.47,-0.642,0.849,0.513,-0.484,1.105
1019,16700,-3.0,-5.0,-2.0,             0.00010,0.018921361015545146,0.52,-0.887,1.488,0.585,-0.911,2.261
1020,16715,-5.0,-5.0,-2.0,             0.00010,0.015102388182034096,0.841,0.054,1.189,0.77,-0.344,1.213
1021,16743,-3.0,-5.0,-2.0,             0.00010,0.02649913073816736,0.512,-0.957,1.405,0.534,-0.634,1.45
1022,16758,-5.0,-5.0,-2.0,             0.00010,0.017439977855732043,0.705,-0.592,1.215,0.73,-0.35,1.359
1023,16791,-3.0,-5.0,-2.0,             0.00010,0.01608954686812605,0.462,-1.077,1.465,0.518,-0.995,2.407
1024,16806,-5.0,-5.0,-2.0,             0.00010,0.01862320667132735,0.452,-0.571,0.776,0.397,-0.733,0.803
1025,16830,-4.0,-5.0,-2.0,             0.00010,0.012547278970790407,0.409,-0.724,1.076,0.392,-0.789,1.331
1026,16845,-5.0,-4.0,-2.0,             0.00010,0.02049878950541218,0.43,-0.914,1.251,0.412,-1.032,1.317
1027,16860,-5.0,-4.0,-2.0,             0.00010,0.015275432479878266,0.659,-0.599,1.23,0.681,-0.905,1.214
1028,16875,-5.0,-4.0,-2.0,             0.00010,0.01376082015534242,0.502,-0.994,1.144,0.433,-1.064,1.259
1029,16890,-5.0,-4.0,-2.0,             0.00010,0.017211353313177823,0.696,-1.099,1.274,0.663,-0.588,1.162
1030,16914,-4.0,-4.0,-2.0,             0.00010,0.023728433123324066,0.591,-0.718,1.169,0.523,-0.824,1.414
1031,16929,-5.0,-5.0,-2.0,             0.00010,0.016462748078629373,0.408,-1.02,0.874,0.354,-0.959,0.786
1032,16962,-3.0,-5.0,-2.0,             0.00010,0.016482678365498556,0.469,-0.765,1.212,0.412,-0.959,1.284
1033,16986,-4.0,-5.0,-2.0,             0.00010,0.022402032297880698,0.402,-0.541,0.868,0.364,-0.671,1.213
1034,17001,-5.0,-5.0,-2.0,             0.00010,0.01344744029144446,0.478,-0.741,1.158,0.427,-0.859,1.002
1035,17016,-5.0,-5.0,-2.0,             0.00010,0.020790402389441926,0.747,-0.715,1.285,0.669,-0.871,1.194
1036,17031,-5.0,-4.0,-2.0,             0.00010,0.017002442370479307,0.763,-0.554,1.62,0.586,-1.342,1.311
1037,17055,-4.0,-4.0,-2.0,             0.00010,0.01831984090191933,0.61,-1.019,1.186,0.588,-0.997,2.524
1038,17070,-5.0,-4.0,-2.0,             0.00010,0.020913458863894143,0.441,-0.904,0.865,0.417,-0.694,0.744
1039,17085,-5.0,-4.0,-2.0,             0.00010,0.0225199018449833,0.723,-0.374,1.162,0.708,-0.374,1.187
1040,17100,-5.0,-4.0,-2.0,             0.00010,0.024209830878923335,0.47,-0.263,0.749,0.436,-0.596,0.703
1041,17115,-5.0,-5.0,-2.0,             0.00010,0.01665464835241437,0.66,-0.637,1.251,0.59,-1.044,1.298
1042,17130,-5.0,-5.0,-2.0,             0.00010,0.018554229165116946,0.468,-0.339,0.733,0.424,-0.574,0.707
1043,17145,-5.0,-5.0,-2.0,             0.00010,0.025110248600443204,0.427,-0.86,1.186,0.417,-0.775,1.228
1044,17160,-5.0,-5.0,-2.0,             0.00010,0.026139677370277545,0.537,-0.656,1.157,0.494,-0.719,1.252
1045,17175,-5.0,-5.0,-2.0,             0.00010,0.02073081924269597,0.475,-0.45,0.886,0.418,-0.462,0.843
1046,17192,-4.0,-5.0,-2.0,             0.00010,0.01884142277926645,0.417,-0.668,0.856,0.356,-0.66,1.115
1047,17207,-5.0,-5.0,-2.0,             0.00010,0.018207934654007354,0.722,-0.93,1.276,0.638,-0.534,1.19
1048,17222,-5.0,-5.0,-2.0,             0.00010,0.012985379373033842,0.485,-0.584,1.059,0.458,-0.748,0.955
1049,17237,-5.0,-5.0,-2.0,             0.00010,0.015226011288662751,0.665,-0.879,1.133,0.567,-0.855,1.097
1050,17252,-5.0,-5.0,-2.0,             0.00010,0.023122853164871535,0.515,-0.519,1.153,0.344,-1.2,1.216
1051,17267,-5.0,-5.0,-2.0,             0.00010,0.013571241218596698,0.775,-0.81,1.404,0.689,-0.905,1.272
1052,17282,-5.0,-5.0,-2.0,             0.00010,0.018634437459210555,0.459,-0.503,0.963,0.404,-0.982,0.883
1053,17297,-5.0,-5.0,-2.0,             0.00010,0.0169857921389242,0.754,-0.896,1.276,0.672,-0.785,1.191
1054,17312,-5.0,-5.0,-2.0,             0.00010,0.017319349649672706,0.369,-0.335,0.575,0.329,-0.644,0.631
1055,17327,-5.0,-5.0,-2.0,             0.00010,0.013155363888169328,0.458,-0.489,0.747,0.406,-0.703,0.803
1056,17342,-5.0,-5.0,-2.0,             0.00010,0.009360434177021185,0.411,-1.3,1.098,0.418,-1.01,0.864
1057,17357,-5.0,-5.0,-2.0,             0.00010,0.01676225122064352,0.685,-1.035,1.263,0.611,-1.039,1.435
1058,17372,-5.0,-5.0,-2.0,             0.00010,0.017655871420477826,0.67,-0.849,1.225,0.652,-0.889,1.188
1059,17396,-4.0,-5.0,-2.0,             0.00010,0.01644567184363647,0.555,-0.693,1.26,0.565,-1.036,2.388
1060,17411,-5.0,-5.0,-2.0,             0.00010,0.02291610638300578,0.733,-0.703,1.231,0.688,-0.906,1.229
1061,17426,-5.0,-5.0,-2.0,             0.00010,0.021352709829807283,0.548,-0.907,1.232,0.556,-1.031,1.277
1062,17441,-5.0,-5.0,-2.0,             0.00010,0.014386132157718142,0.494,-0.919,1.031,0.453,-0.854,1.083
1063,17465,-4.0,-5.0,-2.0,             0.00010,0.01623180748235124,0.631,-0.347,1.26,0.627,-1.052,2.583
1064,17480,-5.0,-5.0,-2.0,             0.00010,0.020433082610058287,0.472,-0.35,0.801,0.42,-0.726,0.764
1065,17495,-5.0,-5.0,-2.0,             0.00010,0.016431154295181234,0.637,-0.988,1.307,0.573,-1.094,1.208
