episode,step,train_score,eval_score,best_score,epsilon,loss,q_avg_0,q_min_0,q_max_0,q_avg_1,q_min_1,q_max_1
6725,306249,36.0,-3.0,108.0,             0.00032,0.0059067404392408205,1.935,-0.22,3.052,1.776,-0.746,2.747
6726,306352,5.0,5.0,108.0,             0.00029,0.006843566844800433,1.732,0.301,2.673,1.624,-0.016,2.6
6727,306734,34.0,5.0,108.0,             0.00020,0.005676883531561248,1.989,-0.002,2.864,1.9,0.52,2.9
6728,307201,43.0,5.0,108.0,             0.00013,0.006386421955134759,2.007,0.578,2.823,1.92,0.471,2.814
6729,307631,40.0,5.0,108.0,             0.00010,0.00550310326344875,1.935,0.383,2.859,1.87,0.74,2.783
6730,307711,2.0,5.0,108.0,             0.00010,0.0070126567414263265,1.52,0.599,2.487,1.452,0.816,2.403
6731,307786,2.0,50.0,108.0,             0.00010,0.006084997343520323,1.752,0.266,2.661,1.65,0.288,2.725
6732,308159,34.0,50.0,108.0,             0.00010,0.0062566888515510405,1.614,0.116,2.802,1.455,-0.824,2.688
6733,308346,14.0,50.0,108.0,             0.00010,0.0063052807566037474,1.68,0.728,2.554,1.543,0.472,2.573
6734,308426,2.0,50.0,108.0,             0.00010,0.007333522851695307,1.831,-0.216,2.87,1.707,-0.439,2.724
6735,308479,0.0,50.0,108.0,             0.00010,0.007478982080564887,1.633,-0.244,2.706,1.326,-0.273,2.326
6736,309049,54.0,13.0,108.0,             0.00010,0.006103714688868964,1.891,0.388,2.924,1.775,-0.051,2.721
6737,309237,14.0,13.0,108.0,             0.00010,0.005778237741980503,1.744,0.186,2.579,1.585,0.392,2.494
6738,309442,16.0,13.0,108.0,             0.00010,0.007429844730465514,1.806,0.57,2.715,1.669,0.258,2.655
6739,309479,-2.0,13.0,108.0,             0.00010,0.00861279889186089,1.738,0.534,2.711,1.581,0.226,2.521
6740,309962,45.0,13.0,108.0,             0.00010,0.00606515557398175,1.93,0.34,2.899,1.852,0.104,2.804
6741,310149,14.0,19.0,108.0,             0.00010,0.008919861856200558,1.773,0.166,2.844,1.653,-0.847,2.832
6742,310224,2.0,19.0,108.0,             0.00010,0.0069437552522867915,1.801,0.307,2.555,1.749,0.02,2.552
6743,310634,37.0,19.0,108.0,             0.00010,0.007072875029180289,2.052,0.257,3.099,1.917,-0.429,2.784
6744,311603,97.0,19.0,108.0,             0.00010,0.006905067910659401,2.187,0.58,2.96,2.092,0.349,2.936
6745,311646,-2.0,19.0,108.0,             0.00010,0.009439026427910079,1.57,0.537,2.375,1.462,0.538,2.452
6746,312135,46.0,39.0,108.0,             0.00010,0.0069287671602344435,2.051,-0.071,3.093,1.976,-0.189,3.057
6747,312171,-2.0,39.0,108.0,             0.00010,0.00616020179586485,1.631,0.942,2.398,1.386,0.458,2.383
6748,312444,23.0,39.0,108.0,             0.00010,0.00608414453889274,2.107,0.661,3.128,2.028,0.373,3.116
6749,312497,0.0,39.0,108.0,             0.00010,0.006423969548810625,1.589,0.649,2.496,1.477,0.716,2.509
6750,314009,154.0,39.0,108.0,             0.00010,0.006350980419372997,2.016,-0.973,2.898,1.898,-0.967,2.974
6751,314611,58.0,6.0,108.0,             0.00010,0.006278074481075883,1.93,0.63,2.918,1.81,0.352,2.799
6752,314635,-4.0,6.0,108.0,             0.00010,0.005770859803305939,0.703,-2.003,2.865,0.738,-1.493,2.54
6753,314753,6.0,6.0,108.0,             0.00010,0.007209276606849694,1.399,-1.921,2.811,1.279,-1.482,2.7
6754,314912,11.0,6.0,108.0,             0.00010,0.006219629830177053,1.665,0.666,2.527,1.568,-0.023,2.467
6755,315162,20.0,6.0,108.0,             0.00010,0.00639437718084082,1.842,-1.929,2.744,1.773,-1.338,2.718
6756,315435,23.0,2.0,108.0,             0.00010,0.006298790238934122,1.757,0.594,2.878,1.597,-0.073,2.777
6757,315791,32.0,2.0,108.0,             0.00010,0.005928112432331873,1.959,0.562,2.69,1.908,0.18,2.648
6758,315988,15.0,2.0,108.0,             0.00010,0.006309545324727666,1.848,-0.279,2.81,1.734,-0.423,2.734
6759,316512,49.0,2.0,108.0,             0.00010,0.005946958640400135,1.943,0.494,2.805,1.862,0.197,2.798
6760,316687,13.0,2.0,108.0,             0.00010,0.006194951441138983,1.719,0.412,2.481,1.599,-0.125,2.584
6761,316762,2.0,0.0,108.0,             0.00010,0.004994743722490967,1.849,-0.412,2.762,1.725,-0.523,2.917
6762,317042,24.0,0.0,108.0,             0.00010,0.00584262208347874,1.687,0.849,2.746,1.571,0.579,2.654
6763,317229,14.0,0.0,108.0,             0.00010,0.005709118238416187,1.879,0.948,2.698,1.708,0.611,2.656
6764,317300,1.0,0.0,108.0,             0.00010,0.004351393447559275,1.766,0.928,2.576,1.662,0.798,2.666
6765,318051,74.0,0.0,108.0,             0.00010,0.006166455464111455,1.851,0.069,2.743,1.729,-0.209,2.66
6766,318208,10.0,5.0,108.0,             0.00010,0.0054606741811831,2.015,0.457,2.803,1.851,0.082,2.75
6767,318489,24.0,5.0,108.0,             0.00010,0.00497934068230004,1.97,0.901,2.68,1.881,0.562,2.733
6768,318569,2.0,5.0,108.0,             0.00010,0.005189697207242716,1.376,-2.008,2.586,1.31,-1.537,2.558
6769,318699,8.0,5.0,108.0,             0.00010,0.005856444822767606,1.655,-1.119,2.702,1.52,-0.996,2.684
6770,318782,3.0,5.0,108.0,             0.00010,0.005422162725197443,1.916,1.04,2.589,1.784,0.653,2.696
6771,318928,9.0,12.0,108.0,             0.00010,0.005846099664890909,1.573,-0.575,2.849,1.424,-1.104,2.636
6772,319040,6.0,12.0,108.0,             0.00010,0.005251444318024109,1.808,0.527,2.622,1.731,0.421,2.632
6773,319123,3.0,12.0,108.0,             0.00010,0.005695003516837416,1.928,1.118,2.566,1.856,1.01,2.608
6774,319151,-3.0,12.0,108.0,             0.00010,0.004033780028943771,2.14,1.339,2.811,2.016,1.041,2.842
6775,319432,24.0,12.0,108.0,             0.00010,0.005403218514972045,1.863,0.438,2.715,1.76,0.243,2.674
6776,319854,39.0,40.0,108.0,             0.00010,0.006298467458415583,1.933,-0.626,2.925,1.833,-0.584,2.697
6777,320056,15.0,40.0,108.0,             0.09489,0.0068027178214005385,2.087,-0.429,3.039,1.941,0.152,2.673
6778,320117,0.0,40.0,108.0,             0.08970,0.009123676509947562,1.429,-0.822,2.53,1.292,-1.139,2.65
6779,320143,-3.0,40.0,108.0,             0.08758,0.010006920864375738,1.419,-0.769,2.406,1.404,-0.71,2.523
6780,320331,14.0,40.0,108.0,             0.07365,0.008220098321970076,2.049,1.18,2.871,1.952,0.328,2.834
6781,320395,1.0,-2.0,108.0,             0.06944,0.0071933717263164,1.776,-0.752,2.615,1.687,-0.613,2.783
6782,320447,-1.0,-2.0,108.0,             0.06619,0.007903336708505567,1.662,-0.354,2.692,1.39,-0.402,2.731
6783,320547,4.0,-2.0,108.0,             0.06037,0.007524390761973337,2.064,1.085,2.987,1.954,0.277,3.102
6784,320769,17.0,-2.0,108.0,             0.04920,0.006732201367838996,2.075,-0.329,3.145,1.98,-0.46,2.911
6785,320890,7.0,-2.0,108.0,             0.04401,0.00673148490600134,2.151,1.312,2.974,2.142,1.264,2.97
6786,321048,11.0,2.0,108.0,             0.03805,0.006020161427875768,2.084,0.756,3.152,1.996,0.162,3.005
6787,321157,5.0,2.0,108.0,             0.03442,0.007066817001499441,1.84,0.43,2.786,1.687,0.365,2.788
6788,321379,17.0,2.0,108.0,             0.02805,0.0065651289911034545,1.791,0.442,2.928,1.68,-0.413,2.804
6789,321462,3.0,2.0,108.0,             0.02599,0.006359778099177203,1.68,0.577,2.668,1.434,0.264,2.653
6790,321523,0.0,2.0,108.0,             0.02457,0.006772500878871709,1.54,-0.675,2.737,1.362,-0.692,2.768
6791,321796,23.0,17.0,108.0,             0.01911,0.006198132738996393,2.032,0.234,2.962,1.893,-0.063,3.012
6792,321820,-4.0,17.0,108.0,             0.01869,0.00855774806404952,0.79,-0.946,1.401,0.737,-1.269,1.51
6793,322419,58.0,17.0,108.0,             0.01076,0.006896555611089444,1.94,1.041,2.812,1.789,0.271,2.865
6794,322660,19.0,17.0,108.0,             0.00862,0.005716229743069169,2.215,0.994,3.081,2.101,-0.343,3.317
6795,322931,23.0,17.0,108.0,             0.00672,0.006189035091934059,2.001,1.03,2.836,1.918,0.961,2.798
6796,323353,39.0,67.0,108.0,             0.00455,0.0061923331438709425,1.837,0.642,3.061,1.714,-0.105,2.937
6797,323371,-4.0,67.0,108.0,             0.00448,0.0032152787963342336,1.797,0.988,2.575,1.804,0.966,2.57
6798,323492,7.0,67.0,108.0,             0.00401,0.006022624112473231,2.098,0.178,3.077,1.986,0.109,3.074
6799,323632,9.0,67.0,108.0,             0.00352,0.004934739033758108,1.749,-0.55,2.66,1.66,-0.679,2.609
6800,323723,4.0,67.0,108.0,             0.00324,0.006418809155258094,1.924,0.887,2.546,1.856,0.914,2.854
6801,323920,15.0,29.0,108.0,             0.00270,0.00643557993763689,1.829,-0.336,3.002,1.715,-0.362,2.926
6802,324841,92.0,29.0,108.0,             0.00116,0.006163567087707088,1.991,0.329,2.848,1.884,0.254,2.928
6803,324945,5.0,29.0,108.0,             0.00105,0.0048715166608767155,2.124,0.97,2.86,2.009,1.022,3.072
6804,325063,6.0,29.0,108.0,             0.00094,0.005814658892262033,2.016,0.759,2.845,1.929,0.404,3.02
6805,325378,27.0,29.0,108.0,             0.00071,0.005573574243675149,2.097,-2.225,3.027,2.003,-1.292,3.185
6806,325591,16.0,1.0,108.0,             0.00058,0.006654133935493937,1.903,0.894,2.812,1.785,0.616,2.761
6807,325926,29.0,1.0,108.0,             0.00043,0.005697336404605199,2.052,-1.841,3.2,2.009,-1.045,3.077
6808,325987,0.0,1.0,108.0,             0.00040,0.005783824099334659,1.79,-0.634,2.855,1.692,-0.483,2.825
6809,326604,59.0,1.0,108.0,             0.00023,0.0066862801475543986,1.782,-0.989,2.853,1.682,-1.068,2.92
6810,327148,52.0,1.0,108.0,             0.00014,0.006064567069723339,1.958,0.963,2.854,1.812,0.502,2.935
6811,328161,101.0,17.0,108.0,             0.00010,0.005641752732000594,1.977,-1.943,3.043,1.904,-1.425,3.041
6812,328782,60.0,17.0,108.0,             0.00010,0.005539866438493186,1.954,0.736,2.815,1.821,-0.215,2.873
6813,328815,-3.0,17.0,108.0,             0.00010,0.005767751643857496,0.889,-1.607,2.413,0.826,-1.201,2.168
6814,328858,-2.0,17.0,108.0,             0.00010,0.0037158876684559292,1.522,0.562,2.651,1.351,-0.359,2.721
6815,329119,22.0,17.0,108.0,             0.00010,0.004814449019312602,2.213,1.154,3.228,2.075,0.292,3.432
6816,329222,5.0,-1.0,108.0,             0.00010,0.006675060558159953,1.573,-0.271,2.644,1.465,-0.951,2.662
6817,329792,54.0,-1.0,108.0,             0.00010,0.005642188055922784,2.068,0.88,3.042,1.986,0.396,3.039
6818,329961,12.0,-1.0,108.0,             0.00010,0.006137016918868399,1.891,0.697,2.803,1.773,0.383,2.75
6819,330148,14.0,-1.0,108.0,             0.00010,0.009428416256155361,2.026,1.063,2.786,1.95,1.03,2.955
6820,330483,29.0,-1.0,108.0,             0.00010,0.007849584388504945,2.169,0.045,3.271,2.038,-0.267,3.385
6821,331093,59.0,120.0,120.0,             0.00010,0.006977916809493584,2.116,0.966,3.3,1.999,0.159,3.464
6822,331324,18.0,120.0,120.0,             0.00010,0.007304669628968035,2.054,-0.513,3.225,1.971,-0.129,3.26
6823,331470,9.0,120.0,120.0,             0.00010,0.0057591410395242786,2.206,1.022,3.342,2.164,0.291,3.347
6824,331663,14.0,120.0,120.0,             0.00010,0.006707033994149204,1.989,0.048,2.873,1.908,-0.569,2.91
6825,331726,1.0,120.0,120.0,             0.00010,0.007902620578302986,1.966,1.036,2.927,1.864,1.039,2.698
6826,331752,-3.0,74.0,120.0,             0.00010,0.008328406426769037,2.184,-0.126,3.429,2.101,-0.379,3.379
6827,331921,12.0,74.0,120.0,             0.00010,0.006309563046067777,2.351,1.267,3.452,2.274,1.104,3.582
6828,332174,21.0,74.0,120.0,             0.00010,0.006247095954181118,1.856,0.035,2.955,1.709,0.17,2.91
6829,333104,93.0,74.0,120.0,             0.00010,0.00640928869596332,2.23,0.454,3.405,2.156,0.105,3.43
6830,333930,82.0,74.0,120.0,             0.00010,0.005949826614556892,2.166,0.509,3.204,2.08,0.802,3.033
6831,334012,3.0,25.0,120.0,             0.00010,0.005291473884249061,2.163,0.2,3.356,2.057,-0.687,3.416
6832,334186,12.0,25.0,120.0,             0.00010,0.005650141133910751,1.877,0.304,2.915,1.791,0.03,2.824
6833,334208,-4.0,25.0,120.0,             0.00010,0.005130650359205902,0.761,-1.087,1.749,0.746,-0.928,1.866
6834,335277,107.0,25.0,120.0,             0.00010,0.005873685044918638,2.364,-0.386,3.584,2.255,-0.442,3.656
6835,335305,-3.0,25.0,120.0,             0.00010,0.006362146610626951,1.985,1.111,2.691,1.883,1.186,2.737
6836,335423,6.0,11.0,120.0,             0.00010,0.005366079308984454,2.113,0.912,3.175,1.975,0.571,3.262
6837,335985,54.0,11.0,120.0,             0.00010,0.006037042990577112,1.888,0.04,2.995,1.715,-1.049,2.91
6838,336273,24.0,11.0,120.0,             0.00010,0.00647287345701544,2.103,0.674,3.009,2.025,0.002,3.024
6839,336338,1.0,11.0,120.0,             0.00010,0.008815831624759504,2.304,1.198,3.155,2.212,1.221,3.365
6840,336357,-4.0,11.0,120.0,             0.00010,0.005487756386987473,0.718,-1.238,1.817,0.676,-1.381,1.835
6841,336404,-1.0,10.0,120.0,             0.00010,0.005548032733829732,2.186,0.53,3.607,2.054,-0.436,3.42
6842,336742,30.0,10.0,120.0,             0.00010,0.007046006363334366,2.136,0.992,3.172,2.043,0.749,2.999
6843,337265,49.0,10.0,120.0,             0.00010,0.005328159463452976,2.229,1.061,3.426,2.117,0.021,3.413
6844,337368,5.0,10.0,120.0,             0.00010,0.004934200628217563,2.259,1.141,3.24,2.2,1.228,3.473
6845,337787,38.0,10.0,120.0,             0.00010,0.005732976509894962,2.067,-0.562,3.401,2.001,-0.699,3.308
6846,338639,84.0,21.0,120.0,             0.00010,0.005726681651994083,2.073,-3.639,3.293,2.005,-1.804,3.407
6847,338732,4.0,21.0,120.0,             0.00010,0.004789633860421036,2.186,1.208,3.12,2.11,1.149,3.285
6848,338812,2.0,21.0,120.0,             0.00010,0.005630972818471492,1.781,-0.098,2.999,1.734,-0.49,3.066
6849,339037,18.0,21.0,120.0,             0.00010,0.006347640960270332,2.218,1.058,3.35,2.155,1.057,3.411
6850,339118,3.0,21.0,120.0,             0.00010,0.005540601709386173,1.98,0.794,2.982,1.908,1.087,2.857
6851,339491,33.0,26.0,120.0,             0.00010,0.0057355008049351204,2.044,0.319,3.317,1.949,-0.08,3.254
6852,339677,14.0,26.0,120.0,             0.00010,0.005666947334639287,2.257,1.326,3.547,2.168,0.751,3.473
6853,339844,12.0,26.0,120.0,             0.00010,0.005131924155441498,1.943,1.11,2.813,1.894,0.981,2.773
6854,340237,36.0,26.0,120.0,             0.08032,0.008542473291392905,2.081,0.866,2.987,1.975,0.538,2.995
6855,340256,-4.0,26.0,120.0,             0.07892,0.005257255642821914,1.369,-0.027,2.325,1.238,-0.135,2.275
6856,340310,0.0,11.0,120.0,             0.07509,0.007327324396033806,2.163,1.081,3.235,2.053,0.72,3.311
6857,340430,7.0,11.0,120.0,             0.06724,0.007042179939647516,2.13,1.075,2.965,2.069,1.026,3.02
6858,340484,0.0,11.0,120.0,             0.06397,0.006351248826831579,1.859,-0.2,2.806,1.721,0.087,2.847
6859,340501,-4.0,11.0,120.0,             0.06298,0.008558027405182229,1.794,1.14,2.503,1.683,0.884,2.624
6860,340564,1.0,11.0,120.0,             0.05943,0.00802762802350261,1.999,0.71,2.772,1.96,1.244,2.662
6861,340597,-3.0,38.0,120.0,             0.05765,0.008052219389796708,2.052,-2.711,3.278,1.992,-2.295,3.378
6862,340903,26.0,38.0,120.0,             0.04349,0.006994787673237642,2.09,1.141,2.974,1.988,0.406,2.987
6863,340992,3.0,38.0,120.0,             0.04007,0.006248048216292865,1.843,0.894,2.934,1.693,-0.26,2.816
6864,341148,10.0,38.0,120.0,             0.03471,0.007214137523148496,1.88,0.597,2.881,1.733,-0.023,2.893
6865,341276,7.0,38.0,120.0,             0.03085,0.00741713058505411,1.987,0.898,2.783,1.839,0.171,2.701
6866,341414,8.0,6.0,120.0,             0.02716,0.007818293823536647,2.01,0.887,2.981,1.843,0.312,2.989
6867,341542,7.0,6.0,120.0,             0.02414,0.007982588579579897,1.972,0.465,3.005,1.83,0.464,2.833
6868,341587,-1.0,6.0,120.0,             0.02316,0.006651925202459097,2.103,1.151,3.185,1.807,0.532,3.423
6869,341602,-5.0,6.0,120.0,             0.02285,0.008512712207933266,1.707,0.91,2.295,1.746,0.794,2.509
6870,341665,1.0,6.0,120.0,             0.02156,0.006808204851704576,1.795,0.53,2.865,1.698,-0.267,2.511
6871,341736,1.0,3.0,120.0,             0.02019,0.006989500296800594,2.037,-1.517,3.374,1.971,-1.456,3.362
6872,341779,-2.0,3.0,120.0,             0.01941,0.008812460959022649,2.115,1.358,3.046,2.06,1.185,3.169
6873,341966,14.0,3.0,120.0,             0.01634,0.007665361477595002,2.175,1.034,3.315,2.103,0.418,3.34
6874,342171,16.0,3.0,120.0,             0.01353,0.0063171045860366485,2.165,0.694,3.053,2.006,0.601,2.972
6875,342590,38.0,3.0,120.0,             0.00920,0.006610130303292613,2.111,-0.802,3.393,2.0,-1.008,3.265
6876,342625,-2.0,74.0,120.0,             0.00890,0.006913838096495185,2.244,-2.261,3.492,2.157,-1.452,3.396
6877,342653,-3.0,74.0,120.0,             0.00868,0.007553567594316389,2.235,1.259,3.214,2.103,1.204,3.337
6878,342763,6.0,74.0,120.0,             0.00784,0.006711721170524304,2.034,0.723,3.0,1.909,0.128,2.975
6879,342824,0.0,74.0,120.0,             0.00741,0.005335949672401318,1.507,-1.372,2.745,1.497,-1.064,2.871
6880,342928,5.0,74.0,120.0,             0.00674,0.006859094745148188,1.956,0.75,2.767,1.912,0.654,2.722
6881,343039,6.0,13.0,120.0,             0.00608,0.006577260846792309,2.124,-0.881,3.282,2.063,-1.174,3.364
6882,343208,12.0,13.0,120.0,             0.00520,0.007487692556084966,2.07,0.581,2.935,1.946,0.28,3.068
6883,343580,33.0,13.0,120.0,             0.00369,0.006095849572473095,1.937,-1.533,2.968,1.844,-1.295,3.083
6884,343975,36.0,13.0,120.0,             0.00257,0.005906415190783483,2.143,0.833,3.053,2.014,0.109,3.125
6885,344855,87.0,13.0,120.0,             0.00114,0.005985412669410421,1.924,-0.294,3.05,1.761,-0.912,2.939
6886,344955,4.0,158.0,158.0,             0.00104,0.006665843421360478,2.317,-0.055,3.448,2.202,-0.538,3.653
6887,345030,2.0,158.0,158.0,             0.00097,0.004856625677396854,2.038,1.224,2.772,1.969,1.188,2.863
6888,345217,14.0,158.0,158.0,             0.00082,0.005733464027438711,2.356,1.126,3.338,2.222,0.826,3.588
6889,345545,29.0,158.0,158.0,             0.00060,0.006397102259542429,2.196,0.549,3.347,2.098,0.242,3.437
6890,346279,72.0,158.0,158.0,             0.00031,0.005895329803312121,2.335,0.891,3.518,2.209,-0.376,3.562
6891,346307,-3.0,20.0,158.0,             0.00030,0.006100481563147956,2.312,1.182,3.445,2.198,1.133,3.575
6892,346569,22.0,20.0,158.0,             0.00024,0.0064635911897777485,2.105,0.474,2.963,1.968,-0.278,2.993
6893,347039,44.0,20.0,158.0,             0.00015,0.0062674813730483675,1.983,-1.137,3.137,1.846,-1.458,2.966
6894,347312,23.0,20.0,158.0,             0.00012,0.007182789929364654,2.14,1.171,2.98,1.988,0.653,2.972
6895,347355,-2.0,20.0,158.0,             0.00011,0.007556176037787524,1.611,-0.476,2.967,1.416,-1.088,3.104
6896,347571,17.0,13.0,158.0,             0.00010,0.006296334980611896,2.202,0.895,3.406,2.079,0.49,3.414
6897,347652,2.0,13.0,158.0,             0.00010,0.004498532289110216,2.082,0.933,2.914,1.938,-0.165,3.078
6898,348018,33.0,13.0,158.0,             0.00010,0.006017938625230326,2.146,0.622,3.094,2.088,0.13,3.105
6899,348215,15.0,13.0,158.0,             0.00010,0.005163813653983516,2.156,1.205,2.912,2.094,1.125,2.917
6900,348243,-3.0,13.0,158.0,             0.00010,0.0060468393785413355,1.652,-0.028,2.978,1.585,0.126,3.063
6901,348347,5.0,21.0,158.0,             0.00010,0.006412560314996741,1.991,-1.401,2.948,1.907,-1.013,2.966
6902,348375,-3.0,21.0,158.0,             0.00010,0.006602202271876324,2.329,1.196,3.4,1.844,1.045,3.512
6903,348493,6.0,21.0,158.0,             0.00010,0.005924899013657755,2.058,0.521,2.925,1.986,0.879,3.042
6904,348536,-2.0,21.0,158.0,             0.00010,0.003498725490211401,2.228,1.17,3.443,2.198,1.1,3.239
6905,348795,21.0,21.0,158.0,             0.00010,0.004763555784465234,2.112,-2.113,3.49,2.106,-1.679,3.485
6906,348856,0.0,94.0,158.0,             0.00010,0.006758898859232908,1.971,-0.054,3.059,1.83,-0.955,3.177
6907,349191,29.0,94.0,158.0,             0.00010,0.005358175020108917,1.914,-2.094,3.082,1.822,-1.588,3.126
6908,349379,14.0,94.0,158.0,             0.00010,0.005053267064950171,2.214,1.266,2.99,2.089,0.841,3.004
6909,349574,15.0,94.0,158.0,             0.00010,0.006098280711851728,1.996,0.29,3.019,1.841,-0.104,2.875
6910,349815,19.0,94.0,158.0,             0.00010,0.006058228141299731,2.198,1.125,3.121,2.077,0.664,3.203
6911,349870,0.0,117.0,158.0,             0.00010,0.006635032077743248,2.155,-0.427,3.172,2.051,-0.624,3.268
6912,350593,71.0,117.0,158.0,             0.00010,0.007762989602025912,2.366,0.194,3.581,2.261,-0.045,3.531
6913,351417,81.0,117.0,158.0,             0.00010,0.006141903921532291,2.238,-1.153,3.465,2.146,-1.25,3.56
6914,351443,-3.0,117.0,158.0,             0.00010,0.004740786076021882,2.165,1.087,3.365,2.097,0.901,3.456
6915,351514,1.0,117.0,158.0,             0.00010,0.008293046043779125,1.989,-2.529,3.404,1.888,-0.91,3.478
6916,351758,20.0,44.0,158.0,             0.00010,0.00650407832982324,2.228,0.316,3.586,2.12,-0.245,3.572
6917,351785,-3.0,44.0,158.0,             0.00010,0.005574600611537419,2.198,1.326,2.962,2.122,1.413,3.165
6918,352044,21.0,44.0,158.0,             0.00010,0.0074497944424576105,2.102,-3.703,3.44,1.98,-1.404,3.352
6919,352485,41.0,44.0,158.0,             0.00010,0.00656674789869841,1.955,0.459,2.843,1.805,-0.545,2.836
6920,352531,-1.0,44.0,158.0,             0.00010,0.008401386399307976,2.014,1.266,2.688,1.81,0.737,2.527
6921,352595,1.0,11.0,158.0,             0.00010,0.008126235099553014,2.298,0.766,3.458,2.176,-0.122,3.554
6922,353269,65.0,11.0,158.0,             0.00010,0.005733025387221069,2.436,-2.413,3.655,2.288,-1.523,3.731
6923,353491,17.0,11.0,158.0,             0.00010,0.007001073355576745,1.866,-1.918,2.864,1.733,-1.723,2.899
6924,353676,13.0,11.0,158.0,             0.00010,0.005135093092591175,2.023,0.725,2.932,1.916,0.162,2.791
6925,353807,8.0,11.0,158.0,             0.00010,0.006419476246077368,1.95,0.386,2.969,1.794,0.312,2.952
6926,354201,36.0,25.0,158.0,             0.00010,0.0066219275199151054,2.319,0.313,3.987,2.186,-0.507,3.71
6927,354404,15.0,25.0,158.0,             0.00010,0.006927661210633447,2.282,1.221,3.438,2.138,0.736,3.356
6928,354676,23.0,25.0,158.0,             0.00010,0.006811512874692734,2.203,1.096,3.284,2.134,1.133,3.027
6929,355136,43.0,25.0,158.0,             0.00010,0.007109942684790281,2.307,1.277,3.583,2.226,0.384,3.518
6930,355155,-4.0,25.0,158.0,             0.00010,0.0035518689791818985,1.85,1.371,2.479,1.734,0.899,2.218
6931,355574,38.0,27.0,158.0,             0.00010,0.005931537870933393,2.366,0.952,3.545,2.239,0.291,3.625
6932,355684,6.0,27.0,158.0,             0.00010,0.0061435695684684275,2.255,1.303,3.376,2.049,-0.013,3.366
6933,355981,25.0,27.0,158.0,             0.00010,0.005875363075981851,2.3,0.493,3.465,2.129,-0.603,3.529
6934,356325,30.0,27.0,158.0,             0.00010,0.006395432826329217,2.504,1.365,3.766,2.324,0.514,3.673
6935,356503,13.0,27.0,158.0,             0.00010,0.005435874842609582,2.145,1.198,2.939,2.084,0.86,2.886
6936,357433,93.0,26.0,158.0,             0.00010,0.006216657992642653,2.349,-3.287,3.722,2.236,-1.672,3.507
6937,358163,71.0,26.0,158.0,             0.00010,0.006395595448413761,2.335,-3.391,3.72,2.219,-1.146,3.543
6938,358189,-3.0,26.0,158.0,             0.00010,0.004047385640800572,2.044,1.404,2.834,1.844,1.122,2.821
6939,358215,-3.0,26.0,158.0,             0.00010,0.0053904456032726625,2.019,1.229,3.059,1.973,1.302,2.972
6940,358279,1.0,26.0,158.0,             0.00010,0.006195231175297522,2.312,1.372,3.316,2.109,0.784,3.322
6941,359945,171.0,25.0,158.0,             0.00010,0.00617484316627561,2.305,0.511,3.782,2.189,-0.783,3.636
6942,360063,6.0,25.0,158.0,             0.09428,0.008489661137731272,2.128,-1.463,3.621,1.889,-0.785,3.573
6943,360117,0.0,25.0,158.0,             0.08970,0.009180868497221835,2.193,1.272,2.917,2.127,1.181,2.829
6944,360245,7.0,25.0,158.0,             0.07973,0.009476072338657104,2.337,1.016,3.503,2.223,1.081,3.42
6945,360320,2.0,25.0,158.0,             0.07440,0.006782469892253479,2.496,1.149,3.56,2.435,1.402,3.555
6946,360409,3.0,6.0,158.0,             0.06855,0.007720250251776214,2.124,-0.981,3.208,1.933,-0.624,3.072
6947,360442,-3.0,6.0,158.0,             0.06650,0.007309977684847333,2.144,-0.51,2.907,2.015,-0.683,2.881
6948,360673,18.0,6.0,158.0,             0.05375,0.006873810022275137,2.251,-0.261,3.094,2.099,-0.008,3.032
6949,360814,9.0,6.0,158.0,             0.04721,0.007403408939263235,2.384,1.438,3.499,2.322,1.147,3.335
6950,360857,-2.0,6.0,158.0,             0.04537,0.004919296390441961,1.563,-2.008,2.804,1.299,-1.26,2.623
6951,360881,-4.0,-2.0,158.0,             0.04438,0.009263224162471792,1.568,-0.307,2.944,1.475,-0.817,2.869
6952,361018,8.0,-2.0,158.0,             0.03912,0.0068669487963546145,2.161,0.427,2.984,2.074,1.084,3.032
6953,361101,3.0,-2.0,158.0,             0.03624,0.007087359806601272,2.01,1.105,2.801,1.937,0.759,2.878
6954,361165,1.0,-2.0,158.0,             0.03417,0.007234702488858602,2.249,1.386,2.986,2.193,1.47,3.142
6955,361330,11.0,-2.0,158.0,             0.02935,0.007339278708748294,2.303,1.203,3.087,2.193,0.844,3.163
6956,361373,-2.0,-4.0,158.0,             0.02821,0.0053947778786857465,1.8,-2.572,3.302,1.812,-1.262,3.362
6957,361482,5.0,-4.0,158.0,             0.02552,0.005255549194487751,2.459,1.331,3.747,2.373,1.46,3.457
6958,361953,44.0,-4.0,158.0,             0.01653,0.006137068630314794,2.467,0.97,3.73,2.292,-0.054,3.768
6959,361996,-2.0,-4.0,158.0,             0.01589,0.005559647813179466,2.053,-1.063,3.013,1.855,-1.028,2.978
6960,362128,8.0,-4.0,158.0,             0.01407,0.006915511703647842,2.276,1.224,3.029,2.173,1.118,3.053
6961,362208,2.0,3.0,158.0,             0.01307,0.006132745872309897,2.0,-2.579,3.361,1.978,-1.552,3.45
6962,362270,1.0,3.0,158.0,             0.01235,0.006912590209169373,2.181,1.281,2.844,2.084,1.222,2.971
6963,362350,2.0,3.0,158.0,             0.01147,0.00700307125080144,2.058,-0.233,3.474,1.912,-0.085,3.329
